,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
105,2019-04-16,49,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,38,0.0,18.0,49.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
106,2019-04-17,69,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,37,0.0,30.0,69.0,21.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
107,2019-04-18,36,Ozone,GRAFTON,55-089-0008,AQS,3,36,0.0,11.0,28.0,20.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
108,2019-04-19,44,Ozone,BAYSIDE,55-079-0085,AQS,3,44,0.0,10.0,13.0,17.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
109,2019-04-20,44,Ozone,GRAFTON,55-089-0008,AQS,5,44,1.0,8.0,26.0,39.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
110,2019-04-21,71,Ozone,GRAFTON,55-089-0008,AQS,5,71,1.0,22.0,49.0,38.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
111,2019-04-22,61,Ozone,GRAFTON,55-089-0008,AQS,3,61,0.0,22.0,38.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
112,2019-04-23,43,Ozone,GRAFTON,55-089-0008,AQS,3,43,0.0,8.0,19.0,23.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
113,2019-04-24,45,Ozone,GRAFTON,55-089-0008,AQS,3,45,0.0,16.0,35.0,34.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
114,2019-04-25,54,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,5,49,1.0,23.0,54.0,33.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
115,2019-04-26,44,Ozone,GRAFTON,55-089-0008,AQS,3,44,0.0,15.0,25.0,17.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
116,2019-04-27,44,Ozone,BAYSIDE,55-079-0085,AQS,3,44,0.0,7.0,19.0,11.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
117,2019-04-28,44,Ozone,GRAFTON,55-089-0008,AQS,3,44,0.0,9.0,23.0,18.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
118,2019-04-29,45,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,39,0.0,15.0,45.0,24.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
