Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
7/17/2019,21,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,21,0,5,15,12
7/18/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,34,0,.,18,16
7/19/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,33,0,.,21,14
7/20/2019,44,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,44,0,12,27,12
7/21/2019,61,Ozone,Portland - SE Lafayette,41-051-0080,AQS,2,61,0,.,28,14
7/22/2019,45,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,45,0,.,21,12
7/23/2019,25,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,25,0,7,17,11
7/24/2019,38,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,38,0,.,20,16
7/25/2019,50,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,50,0,.,23,13
7/26/2019,61,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,61,0,14,25,16
7/27/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,31,0,.,16,8
7/28/2019,42,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,42,0,.,20,9
7/29/2019,39,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,39,0,10,23,10
7/30/2019,40,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,40,0,.,22,16
7/31/2019,45,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,2,45,0,.,23,15
8/1/2019,36,Ozone,SAUVIE ISLAND-SIS,41-009-0004,AQS,2,36,0,11,13,10
8/2/2019,19,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,1,19,0,.,17,11
8/3/2019,50,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,50,0,.,35,16
8/4/2019,67,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,67,0,13,47,17
8/5/2019,84,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,84,0,.,50,19
8/6/2019,52,PM2.5,Portland - SE Lafayette,41-051-0080,AQS,2,51,0,.,52,10
8/7/2019,48,PM2.5,Portland - SE Lafayette,41-051-0080,AQS,2,28,0,17,48,10
8/8/2019,26,Ozone,SAUVIE ISLAND-SIS,41-009-0004,AQS,2,26,0,.,23,17
8/9/2019,37,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,37,0,.,23,8
8/10/2019,43,PM2.5,Portland - SE Lafayette,41-051-0080,AQS,2,27,1,8,43,14
8/11/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,34,0,7,23,9
8/12/2019,41,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,41,0,.,25,22
8/13/2019,49,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,5,49,1,15,28,15
8/14/2019,44,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,44,0,.,21,12
8/15/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,33,0,.,21,11
8/16/2019,38,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,38,0,10,28,10
8/17/2019,28,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,28,0,.,21,10
8/18/2019,30,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,30,0,.,20,10
8/19/2019,36,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,36,0,9,19,10
8/20/2019,45,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,45,0,.,30,12
8/21/2019,35,PM2.5,Tualatin Bradbury Court (TBC) - Near Road Site,41-067-0005,AQS,2,25,0,.,35,12
8/22/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,34,0,15,30,15
8/23/2019,39,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,39,1,.,32,10
8/24/2019,37,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,37,0,.,23,9
8/25/2019,37,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,37,0,10,27,5
8/26/2019,44,Ozone,SAUVIE ISLAND-SIS,41-009-0004,AQS,3,44,0,.,43,9
8/27/2019,45,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,3,45,1,.,25,17
8/28/2019,101,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,101,1,19,42,28
8/29/2019,38,PM2.5,Portland - SE Lafayette,41-051-0080,AQS,1,35,0,.,38,18
8/30/2019,32,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,32,0,.,27,17
8/31/2019,36,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,2,36,0,14,28,11
9/1/2019,35,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,1,35,0,.,21,11
9/2/2019,36,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,36,0,.,28,14
9/3/2019,38,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,38,0,11,33,12
9/4/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,0,33,0,.,24,19
9/5/2019,44,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,44,0,.,34,35
