,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
95,2019-04-06,81,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,18,64,64.0,37.0,81.0,41.0,42.3314,-83.0458,Detroit,2020-03-24,672662
96,2019-04-07,62,PM2.5,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS,25,48,20.0,21.0,62.0,28.0,42.3314,-83.0458,Detroit,2020-03-24,672662
97,2019-04-08,47,Ozone,Oak Park,26-125-0001,AQS,11,47,9.0,19.0,46.0,37.0,42.3314,-83.0458,Detroit,2020-03-24,672662
98,2019-04-09,70,NO2,LIVONIA-NR,26-163-0095,AQS,6,43,10.0,58.0,46.0,70.0,42.3314,-83.0458,Detroit,2020-03-24,672662
99,2019-04-10,37,Ozone,Port Huron,26-147-0005,AQS,6,37,36.0,21.0,23.0,20.0,42.3314,-83.0458,Detroit,2020-03-24,672662
100,2019-04-11,85,SO2,Port Huron,26-147-0005,AQS,7,37,85.0,55.0,52.0,17.0,42.3314,-83.0458,Detroit,2020-03-24,672662
101,2019-04-12,52,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS,9,42,26.0,29.0,52.0,32.0,42.3314,-83.0458,Detroit,2020-03-24,672662
102,2019-04-13,50,Ozone,Port Huron,26-147-0005,AQS,5,50,7.0,28.0,41.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
103,2019-04-14,37,Ozone,Port Huron,26-147-0005,AQS,6,37,4.0,3.0,24.0,12.0,42.3314,-83.0458,Detroit,2020-03-24,672662
104,2019-04-15,46,Ozone,Port Huron,26-147-0005,AQS,7,46,7.0,26.0,23.0,39.0,42.3314,-83.0458,Detroit,2020-03-24,672662
105,2019-04-16,54,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,9,29,17.0,37.0,54.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
106,2019-04-17,52,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,8,43,21.0,18.0,52.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
107,2019-04-18,70,SO2,Southwestern H.S.,26-163-0015,AQS,8,40,70.0,25.0,62.0,29.0,42.3314,-83.0458,Detroit,2020-03-24,672662
